what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.101.v20080620,org.eclipse.jst.server.tomcat.ui,1269555243688
stopped,bundle,org.eclipse.jst.server.ui,1.0.303.v200805140145,org.eclipse.jst.server.ui,1269555243688
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.tasks,1269555243688
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1269555243696
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1269555243702
stopped,bundle,de.fh.reutlingen.cap,1.2.0,de.fh.reutlingen.cap,1269555243702
stopped,bundle,net.sourceforge.metrics,1.3.6,net.sourceforge.metrics,1269555243737
stopped,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v200901170137,org.eclipse.datatools.enablement.jdt.classpath,1269555243739
stopped,bundle,org.eclipse.gmf.bridge.ui.dashboard,2.0.0.v20080417-1610,org.eclipse.gmf.bridge.ui.dashboard,1269555243741
stopped,bundle,org.eclipse.gmf.doc.ui,1.1.0.v20070601-1400,org.eclipse.gmf.doc.ui,1269555243742
stopped,bundle,org.eclipse.gmf.bridge.ui,1.1.100.v20080417-1610,org.eclipse.gmf.bridge.ui,1269555243744
stopped,bundle,org.eclipse.gmf.bridge,1.1.0.v20090212-1755,org.eclipse.gmf.bridge,1269555243745
stopped,bundle,org.eclipse.gmf.codegen.edit,2.1.0.v20080718-1700,org.eclipse.gmf.codegen.edit,1269555243748
stopped,bundle,org.eclipse.gmf.codegen,2.1.1.v20090212-1755,org.eclipse.gmf.codegen,1269555243750
stopped,bundle,org.eclipse.gmf.graphdef.codegen,2.0.100.v20080528-1052,org.eclipse.gmf.graphdef.codegen,1269555243751
stopped,bundle,org.eclipse.gmf.map.edit,2.1.0.v20080716-1600,org.eclipse.gmf.map.edit,1269555243753
stopped,bundle,org.eclipse.gmf.graphdef.edit,2.0.100.v20080610-1132,org.eclipse.gmf.graphdef.edit,1269555243759
stopped,bundle,org.eclipse.gmf.map,2.1.0.v20080521,org.eclipse.gmf.map,1269555243760
stopped,bundle,org.eclipse.gmf.tooldef.edit,2.0.0.v20080610-1132,org.eclipse.gmf.tooldef.edit,1269555243762
stopped,bundle,org.eclipse.gmf.tooldef,2.0.0.v20080417-1610,org.eclipse.gmf.tooldef,1269555243763
stopped,bundle,org.eclipse.gmf.common,1.1.1.v20080610-1132,org.eclipse.gmf.common,1269555243764
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1269555243765
stopped,bundle,org.eclipse.jem.ui,2.0.100.v200806051600,org.eclipse.jem.ui,1269555243766
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.0.101.v20080730,org.eclipse.jst.server.preview.adapter,1269555243766
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1269555243766
